gender;age;education;score;country;geography;student;teacher;caregiver;occupation;cultural;case;desktop;laptop;tablet;smartphone;richmobile;basicmobile;desktopuse;laptopuse;tabletuse;smartphoneuse;richmobileuse;basicmobileuse;at_everywhere;at_work;at_home;at_familyhouse;at_school;at_public;at_internetcafe;desktop_access;laptop_access;tablet_access;smartphone_access;richmobile_access;basicmobile_access;desktopUSE_net;laptopUSE_net;tabletUSE_net;smartphoneUSE_net;richmobileUSE_net;basicmobileUSE_net;everywhere_net;work_net;home_net;familyhouse_net;school_net;public_net;internetcafe_net;sms_access;digitalphoto_access;digitalvideo_access;digitalpayment_access;digitalpayment_recieve;politicalnews_access;socialnetworks;healthinfo;jobsearch;serviceoffer;games;topics;discussions;word;budgeting;appdev;webdev;products;banking;everywhereUSE;workUSE;homeUSE;familyhouseUSE;schoolUSE;publicUSE;internetcafeUSE;playgames;takephoto;lookphoto;makevideo;watchvideo;makemusic;listenmusic;read;write;talk;talkfamily;events;learn;games_net;takephotos_net;lookphotos_net;makevideos_net;watchvideos_net;makemusic_net;listenmusic_net;read_net;write_net;talkfriends_net;talkfamily_net;planevent_net;learn_net;shareidea_net;learnidea_net;musicdownload_net;moviedownload_net;bookdownload_net;facebook;twitter;instagram;snapchat;youtube;linkedin;badoo;googlep;whatsapp;viber;kik;bbmessenger;vine;pinterest;tumblr;googledocs;blogger;wordpress;wordedit
0;20-24;University;432;Ethiopia;Urban;0;0;0;Workforce;Ethiopian;Typical;NA;Multiple times day;NA;Multiple times day;Multiple times day;Multiple times day;NA;Multiple times day;NA;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Never;Never;Every few days;NA;Multiple times day;NA;Multiple times day;Multiple times day;Multiple times day;NA;Multiple times day;NA;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Less than once a month;Less than once a month;Every few days;Always;Always;Always;Always;NA;NA;Always;Always;Always;NA;Always;Always;Always;Always;NA;NA;NA;NA;NA;Multiple times day;Multiple times day;Multiple times day;;Less than once a month;Never;Every few days;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;;Very often;Very often;;Very often;Very often;Very often;NA;NA;NA;NA;NA;Very often;NA;NA;Very often
0;25-30;Certificate;519;Kenya;Peri-urban;0;0;0;Self-employed;Kenyan;Typical;Multiple times day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Once a month;Once a month;Never;Never;Multiple times day;Multiple times day;Never;Once a month;Never;Never;Multiple times day;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Once a month;Always;Always;Never;Always;Always;Always;Always;Once a week;Always;Never;Never;Every few days;Always;Always;Always;Never;Never;Never;Once a month;Multiple times day;Multiple times day;Multiple times day;Less than once a month;Multiple times day;Multiple times day;Once a month;Never;Very often;Very often;Never;Very often;Never;Very often;Very often;Very often;Very often;Very often;Never;Often;Never;Very often;Very often;Never;Very often;Never;Very often;Very often;Very often;Very often;Very often;Never;Very often;Very often;Very often;Not very often;Never;Not very often;Very often;Somewhat often;Not very often;Never;Somewhat often;Never;Never;Never;Very often;Never;Never;Never;Never;Never;Never;Never;;Never;
1;25-30;Secondary;416;Rwanda;Urban;0;0;0;Self-employed;Rwandan;Typical;Multiple times day;Multiple times day;Never;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Never;Never;;Multiple times day;Multiple times day;Every few days;;Never;Multiple times day;Multiple times day;Multiple times day;Never;Multiple times day;Never;Multiple times day;;;;;;;;Multiple times day;Multiple times day;Once every few weeks;;Never;Multiple times day;Always;Always;Always;Every few days;Every few days;Always;Always;Always;Always;Every few days;Never;;Every few days;Always;Always;Never;Never;Always;Once a day;;Multiple times day;Multiple times day;;;;Multiple times day;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Somewhat often;Not very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Somewhat often;Very often;Very often;Somewhat often;Somewhat often;Somewhat often;Very often;Not very often;Never;Never;Very often;Not very often;NA;Very often;Very often;Very often;NA;Never;NA;NA;NA;Very often;Never;NA;Very often
1;25-30;Mas/PhD;380;Ethiopia;Urban;0;0;0;Workforce;Ethiopian;Typical;;;;;;;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Multiple times day;Once a day;Every few days;Every few days;Once every few weeks;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Once a week;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Every few days;Multiple times day;Multiple times day;Multiple times day;Once a day;Every few days;Once a week;Once every few weeks;Always;Always;Always;Always;Always;Once a day;Always;Never;Always;Every few days;Always;Always;Always;Always;;Once a day;Never;Never;Once a day;Multiple times day;Multiple times day;Multiple times day;Once a day;Every few days;Once a week;Once a week;Often;Very often;Very often;Often;Very often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Often;Not very often;Somewhat often;Very often;Somewhat often;Very often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Somewhat often;Often;Often;Often;Very often;Very often;Very often;Very often;Very often;Not very often;Never;Very often;Very often;Not very often;Very often;Very often;Very often;Not very often;Never;Never;Not very often;Never;Somewhat often;Not very often;Often;Very often
0;20-24;University;458;Ethiopia;Urban;0;0;0;Workforce;Ethiopian;Typical;NA;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;NA;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Every few days;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;NA;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Every few days;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Multiple times day;Multiple times day;Multiple times day;Never;Never;Never;Every few days;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;NA;Very often;Very often;Very often;NA;Very often;NA;NA;NA;Very often;Very often;Very often;Very often
1;20-24;University;593;Lebanon;Rural;0;0;0;Casual;Lebanese;Typical;Once every few weeks;Once a day;Once a day;Multiple times day;Every few days;Once a day;Once every few weeks;Once a day;Once a day;Multiple times day;Every few days;Once a day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Once a day;Less than once a month;Once a day;Never;Once a day;Once a day;Multiple times day;Every few days;Never;Never;Once a day;Once a day;Multiple times day;Every few days;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Never;Every few days;Always;Every few days;Every few days;Once a month;Once a month;Always;Always;Never;Every few days;Never;Less than once a month;Every few days;Once a day;Once a day;Less than once a month;Always;Never;Never;Never;Once every few weeks;Never;Once a week;Once a week;Never;Once every few weeks;;Very often;Very often;Very often;Often;Very often;Often;Very often;Somewhat often;Somewhat often;Often;Often;Often;Somewhat often;Very often;Often;Often;Somewhat often;Often;Somewhat often;Very often;Very often;Very often;Very often;Very often;Often;Often;Often;Often;Very often;Very often;Somewhat often;Very often;Not very often;Not very often;Not very often;Very often;Not very often;Not very often;Very often;Very often;Very often;Not very often;Not very often;Not very often;Not very often;Not very often;Very often;Not very often;Not very often;Somewhat often
0;20-24;University;495;Ethiopia;Urban;1;0;0;Unemployed;Ethiopian;Typical;Once a day;Multiple times day;Never;Multiple times day;Every few days;Every few days;Every few days;Multiple times day;Never;Multiple times day;Every few days;Every few days;Multiple times day;Never;Once a day;Every few days;Every few days;Once a day;Once every few weeks;Every few days;Multiple times day;Never;Multiple times day;Every few days;Every few days;Every few days;Once a day;Never;Multiple times day;Every few days;Every few days;Multiple times day;Never;Every few days;Every few days;Once a day;Once a day;Once every few weeks;Always;Always;Always;Always;Never;Never;Always;Never;Never;Never;Every few days;Always;Always;Once a day;Never;Never;Never;Never;Never;Multiple times day;Never;Every few days;Every few days;Once a day;Once a day;Once a week;Often;Often;Very often;Somewhat often;Very often;Somewhat often;Very often;Very often;Very often;Very often;Very often;NA;Somewhat often;Not very often;Somewhat often;Very often;Somewhat often;Very often;Somewhat often;Very often;Very often;Often;Very often;Often;Never;Somewhat often;Somewhat often;Somewhat often;Often;Often;Often;Very often;Often;Never;Never;Often;Not very often;Never;Not very often;Often;Often;Never;Never;Never;Never;Never;Never;Never;Never;
1;>30;University;528;Lebanon;Urban;0;0;0;L-owner;Lebanese;Typical;Every few days;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Every few days;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Once every few weeks;Once every few weeks;Once every few weeks;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Once every few weeks;Multiple times day;Never;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Never;Once every few weeks;Once every few weeks;Always;Always;Always;Never;Never;Always;Always;Always;Always;Always;Always;Always;Always;Always;;Never;Never;Always;Always;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Never;Once every few weeks;Once every few weeks;Not very often;Often;Often;Often;Often;Not very often;Somewhat often;Often;Often;Often;Often;Somewhat often;Somewhat often;Not very often;Often;Often;Often;Often;Not very often;Somewhat often;Often;Often;Often;Often;Somewhat often;Somewhat often;Somewhat often;Somewhat often;Not very often;Somewhat often;Not very often;Very often;Somewhat often;Somewhat often;Never;Often;Never;Somewhat often;Very often;Very often;Often;Never;Not very often;NA;NA;NA;Often;NA;NA;Very often
0;20-24;University;467;Ethiopia;Rural;0;0;0;Workforce;Ethiopian;Typical;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;;Every few days;Less than once a month;Less than once a month;Every few days;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Multiple times day;Every few days;Less than once a month;Less than once a month;Every few days;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;Always;NA;NA;Always;Always;Multiple times day;Multiple times day;Multiple times day;Every few days;Less than once a month;Less than once a month;Every few days;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;Very often;NA;Very often;Very often;Very often;NA;NA;NA;NA;NA;Very often;NA;NA;Very often
0;20-24;Mas/PhD;639;Lebanon;Rural;1;0;0;Unemployed;Lebanese;Typical;NA;Multiple times day;NA;Multiple times day;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Multiple times day;NA;Multiple times day;NA;NA;NA;Multiple times day;NA;Multiple times day;NA;NA;Multiple times day;NA;NA;NA;NA;NA;NA;NA;Always;NA;NA;NA;NA;Always;NA;Always;NA;NA;Always;NA;NA;NA;NA;NA;NA;NA;Multiple times day;NA;Multiple times day;NA;NA;NA;NA;NA;Not very often;Not very often;NA;NA;NA;Very often;Often;Often;Very often;Very often;NA;Often;NA;Very often;NA;NA;NA;NA;Very often;Often;NA;Very often;Very often;NA;Often;Somewhat often;Somewhat often;Very often;NA;NA;Very often;NA;NA;NA;Very often;Often;NA;Very often;Very often;Very often;NA;NA;NA;NA;NA;NA;NA;NA;Very often
0;25-30;Secondary;856;Ethiopia;Urban;0;0;0;Self-employed;Ethiopian;Typical;Once a month;Never;Never;Once a day;Every few days;Every few days;Once a month;Never;Never;Once a day;Every few days;Every few days;Once a day;Less than once a month;Once every few weeks;Once a day;Never;Never;Less than once a month;Once every few weeks;Never;Never;Every few days;Every few days;Every few days;Once every few weeks;Never;Never;Every few days;Every few days;Every few days;Once a day;Less than once a month;Once every few weeks;Once every few weeks;Never;Never;Once every few weeks;Always;Every few days;Every few days;Never;Never;Never;Every few days;NA;Never;Never;Once a week;Once every few weeks;Once every few weeks;Never;Never;Never;Never;Never;Never;Once a day;Less than once a month;Once every few weeks;Once every few weeks;Never;Never;Once a month;Not very often;Somewhat often;Often;Often;;Not very often;Very often;Somewhat often;Not very often;Very often;Very often;;Not very often;Not very often;Not very often;Often;Not very often;Very often;Not very often;Very often;Somewhat often;Not very often;Often;Often;Never;Not very often;Somewhat often;Somewhat often;Not very often;Not very often;Not very often;Often;Never;Never;Never;Somewhat often;Never;Never;Somewhat often;Often;Not very often;Never;Never;Never;Never;Never;Never;Never;Never;Never
